"Class","Sex","Age","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"Crew","Male","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"1st","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"2nd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"3rd","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
"Crew","Female","Adult","Survived"
